0 10 0.000000e+00
0 20 0.000000e+00
0 30 0.000000e+00
0 40 0.000000e+00
0 50 0.000000e+00
0 60 0.000000e+00
0 70 0.000000e+00
0 80 0.000000e+00
0 90 0.000000e+00
0 100 0.000000e+00
0 110 0.000000e+00
0 120 0.000000e+00
0 130 0.000000e+00
0 140 0.000000e+00
0 150 0.000000e+00
0 160 0.000000e+00
0 170 0.000000e+00
0 180 0.000000e+00
0 190 0.000000e+00
0 200 0.000000e+00
0 210 0.000000e+00
0 220 0.000000e+00
0 230 0.000000e+00
0 240 0.000000e+00
0 250 0.000000e+00
0 260 0.000000e+00
0 270 0.000000e+00
0 280 0.000000e+00
0 290 0.000000e+00
0 300 0.000000e+00
0 310 0.000000e+00
0 320 0.000000e+00
0 330 0.000000e+00
0 340 0.000000e+00
0 350 0.000000e+00
0 360 0.000000e+00
0 370 0.000000e+00
0 380 0.000000e+00
0 390 0.000000e+00
0 400 0.000000e+00
0 410 0.000000e+00
0 420 0.000000e+00
0 430 0.000000e+00
0 440 0.000000e+00
0 450 0.000000e+00
0 460 0.000000e+00
0 470 0.000000e+00
0 480 0.000000e+00
0 490 9.659242e-01
0 500 4.999991e-01
0 510 -7.071056e-01
0 520 -8.660239e-01
0 530 2.588186e-01
0 540 0.000000e+00
0 550 0.000000e+00
0 560 0.000000e+00
0 570 0.000000e+00
0 580 0.000000e+00
0 590 0.000000e+00
0 600 0.000000e+00
0 610 0.000000e+00
0 620 0.000000e+00
0 630 0.000000e+00
0 640 0.000000e+00
0 650 0.000000e+00
0 660 0.000000e+00
0 670 0.000000e+00
0 680 0.000000e+00
0 690 0.000000e+00
0 700 0.000000e+00
0 710 0.000000e+00
0 720 0.000000e+00
0 730 0.000000e+00
0 740 0.000000e+00
0 750 0.000000e+00
0 760 0.000000e+00
0 770 0.000000e+00
0 780 0.000000e+00
0 790 0.000000e+00
0 800 0.000000e+00
0 810 0.000000e+00
0 820 0.000000e+00
0 830 0.000000e+00
0 840 0.000000e+00
0 850 0.000000e+00
0 860 0.000000e+00
0 870 0.000000e+00
0 880 0.000000e+00
0 890 0.000000e+00
0 900 0.000000e+00
0 910 0.000000e+00
0 920 0.000000e+00
0 930 0.000000e+00
0 940 0.000000e+00
0 950 0.000000e+00
0 960 0.000000e+00
0 970 0.000000e+00
0 980 0.000000e+00
0 990 0.000000e+00
0 1000 0.000000e+00
0 1010 0.000000e+00
0 1020 0.000000e+00
100 10 0.000000e+00
100 20 0.000000e+00
100 30 0.000000e+00
100 40 0.000000e+00
100 50 0.000000e+00
100 60 0.000000e+00
100 70 0.000000e+00
100 80 0.000000e+00
100 90 0.000000e+00
100 100 0.000000e+00
100 110 0.000000e+00
100 120 0.000000e+00
100 130 0.000000e+00
100 140 0.000000e+00
100 150 0.000000e+00
100 160 0.000000e+00
100 170 0.000000e+00
100 180 0.000000e+00
100 190 0.000000e+00
100 200 0.000000e+00
100 210 0.000000e+00
100 220 0.000000e+00
100 230 0.000000e+00
100 240 0.000000e+00
100 250 0.000000e+00
100 260 0.000000e+00
100 270 0.000000e+00
100 280 0.000000e+00
100 290 0.000000e+00
100 300 0.000000e+00
100 310 0.000000e+00
100 320 0.000000e+00
100 330 0.000000e+00
100 340 0.000000e+00
100 350 0.000000e+00
100 360 0.000000e+00
100 370 0.000000e+00
100 380 0.000000e+00
100 390 0.000000e+00
100 400 0.000000e+00
100 410 4.991317e-284
100 420 1.158899e-237
100 430 1.237632e-193
100 440 7.718215e-152
100 450 2.202638e-112
100 460 1.333503e-75
100 470 3.204326e-42
100 480 4.881678e-14
100 490 9.563696e-01
100 500 4.955997e-01
100 510 -7.008838e-01
100 520 -8.584039e-01
100 530 2.565413e-01
100 540 2.317224e-07
100 550 4.058750e-33
100 560 3.221312e-65
100 570 4.396346e-101
100 580 8.745969e-140
100 590 6.738424e-181
100 600 2.955828e-224
100 610 6.793459e-270
100 620 3.999313e-318
100 630 0.000000e+00
100 640 0.000000e+00
100 650 0.000000e+00
100 660 0.000000e+00
100 670 0.000000e+00
100 680 0.000000e+00
100 690 0.000000e+00
100 700 0.000000e+00
100 710 0.000000e+00
100 720 0.000000e+00
100 730 0.000000e+00
100 740 0.000000e+00
100 750 0.000000e+00
100 760 0.000000e+00
100 770 0.000000e+00
100 780 0.000000e+00
100 790 0.000000e+00
100 800 0.000000e+00
100 810 0.000000e+00
100 820 0.000000e+00
100 830 0.000000e+00
100 840 0.000000e+00
100 850 0.000000e+00
100 860 0.000000e+00
100 870 0.000000e+00
100 880 0.000000e+00
100 890 0.000000e+00
100 900 0.000000e+00
100 910 0.000000e+00
100 920 0.000000e+00
100 930 0.000000e+00
100 940 0.000000e+00
100 950 0.000000e+00
100 960 0.000000e+00
100 970 0.000000e+00
100 980 0.000000e+00
100 990 0.000000e+00
100 1000 0.000000e+00
100 1010 0.000000e+00
100 1020 0.000000e+00
200 10 0.000000e+00
200 20 0.000000e+00
200 30 0.000000e+00
200 40 0.000000e+00
200 50 0.000000e+00
200 60 0.000000e+00
200 70 0.000000e+00
200 80 0.000000e+00
200 90 0.000000e+00
200 100 0.000000e+00
200 110 0.000000e+00
200 120 0.000000e+00
200 130 0.000000e+00
200 140 0.000000e+00
200 150 0.000000e+00
200 160 0.000000e+00
200 170 0.000000e+00
200 180 0.000000e+00
200 190 0.000000e+00
200 200 0.000000e+00
200 210 0.000000e+00
200 220 0.000000e+00
200 230 0.000000e+00
200 240 0.000000e+00
200 250 0.000000e+00
200 260 0.000000e+00
200 270 0.000000e+00
200 280 0.000000e+00
200 290 0.000000e+00
200 300 0.000000e+00
200 310 0.000000e+00
200 320 0.000000e+00
200 330 0.000000e+00
200 340 0.000000e+00
200 350 0.000000e+00
