 100    0 0.000000e+00
 100   10 0.000000e+00
 100   20 0.000000e+00
 100   30 0.000000e+00
 100   40 0.000000e+00
 100   50 0.000000e+00
 100   60 0.000000e+00
 100   70 0.000000e+00
 100   80 0.000000e+00
 100   90 0.000000e+00
 100  100 0.000000e+00
 100  110 0.000000e+00
 100  120 0.000000e+00
 200    0 0.000000e+00
 200   10 0.000000e+00
 200   20 0.000000e+00
 200   30 0.000000e+00
 200   40 0.000000e+00
 200   50 0.000000e+00
 200   60 0.000000e+00
 200   70 0.000000e+00
 200   80 0.000000e+00
 200   90 0.000000e+00
 200  100 0.000000e+00
 200  110 0.000000e+00
 200  120 0.000000e+00
 300    0 0.000000e+00
 300   10 0.000000e+00
 300   20 0.000000e+00
 300   30 0.000000e+00
 300   40 0.000000e+00
 300   50 0.000000e+00
 300   60 4.316793e-12
 300   70 0.000000e+00
 300   80 0.000000e+00
 300   90 0.000000e+00
 300  100 0.000000e+00
 300  110 0.000000e+00
 300  120 0.000000e+00
 400    0 0.000000e+00
 400   10 0.000000e+00
 400   20 0.000000e+00
 400   30 0.000000e+00
 400   40 0.000000e+00
 400   50 0.000000e+00
 400   60 9.579334e-08
 400   70 1.305785e-11
 400   80 0.000000e+00
 400   90 0.000000e+00
 400  100 0.000000e+00
 400  110 0.000000e+00
 400  120 0.000000e+00
 500    0 0.000000e+00
 500   10 0.000000e+00
 500   20 0.000000e+00
 500   30 0.000000e+00
 500   40 0.000000e+00
 500   50 0.000000e+00
 500   60 7.496367e-05
 500   70 4.470361e-08
 500   80 0.000000e+00
 500   90 0.000000e+00
 500  100 0.000000e+00
 500  110 0.000000e+00
 500  120 0.000000e+00
 600    0 0.000000e+00
 600   10 0.000000e+00
 600   20 0.000000e+00
 600   30 0.000000e+00
 600   40 0.000000e+00
 600   50 0.000000e+00
 600   60 4.024633e-03
 600   70 1.230051e-05
 600   80 0.000000e+00
 600   90 0.000000e+00
 600  100 0.000000e+00
 600  110 0.000000e+00
 600  120 0.000000e+00
 700    0 0.000000e+00
 700   10 0.000000e+00
 700   20 0.000000e+00
 700   30 0.000000e+00
 700   40 0.000000e+00
 700   50 0.000000e+00
 700   60 2.636218e-02
 700   70 5.088781e-04
 700   80 0.000000e+00
 700   90 0.000000e+00
 700  100 0.000000e+00
 700  110 0.000000e+00
 700  120 0.000000e+00
 800    0 0.000000e+00
 800   10 0.000000e+00
 800   20 0.000000e+00
 800   30 0.000000e+00
 800   40 0.000000e+00
 800   50 5.336025e-13
 800   60 -3.274850e-03
 800   70 4.975935e-03
 800   80 0.000000e+00
 800   90 0.000000e+00
 800  100 0.000000e+00
 800  110 0.000000e+00
 800  120 0.000000e+00
 900    0 0.000000e+00
 900   10 0.000000e+00
 900   20 0.000000e+00
 900   30 0.000000e+00
 900   40 0.000000e+00
 900   50 1.010813e-10
 900   60 -1.060646e-01
 900   70 1.264831e-02
 900   80 1.396964e-13
 900   90 0.000000e+00
 900  100 0.000000e+00
 900  110 0.000000e+00
 900  120 0.000000e+00
1000    0 0.000000e+00
1000   10 0.000000e+00
1000   20 0.000000e+00
1000   30 0.000000e+00
1000   40 0.000000e+00
1000   50 7.349517e-09
1000   60 4.886691e-02
1000   70 -6.662032e-03
1000   80 1.840607e-11
1000   90 0.000000e+00
1000  100 0.000000e+00
1000  110 0.000000e+00
1000  120 0.000000e+00
1100    0 0.000000e+00
1100   10 0.000000e+00
1100   20 0.000000e+00
1100   30 0.000000e+00
1100   40 0.000000e+00
1100   50 2.510863e-07
1100   60 1.271430e-01
1100   70 -4.204434e-02
1100   80 1.200778e-09
1100   90 0.000000e+00
1100  100 0.000000e+00
1100  110 0.000000e+00
1100  120 0.000000e+00
1200    0 0.000000e+00
1200   10 0.000000e+00
1200   20 0.000000e+00
1200   30 0.000000e+00
1200   40 0.000000e+00
1200   50 4.582750e-06
1200   60 -1.691947e-01
1200   70 -1.094164e-03
1200   80 4.080913e-08
1200   90 0.000000e+00
1200  100 0.000000e+00
1200  110 0.000000e+00
1200  120 0.000000e+00
1300    0 0.000000e+00
1300   10 0.000000e+00
1300   20 0.000000e+00
1300   30 0.000000e+00
1300   40 0.000000e+00
1300   50 4.869227e-05
1300   60 2.132683e-02
1300   70 4.639786e-02
1300   80 7.987088e-07
1300   90 0.000000e+00
1300  100 0.000000e+00
1300  110 0.000000e+00
1300  120 0.000000e+00
1400    0 0.000000e+00
1400   10 0.000000e+00
1400   20 0.000000e+00
1400   30 0.000000e+00
1400   40 2.219904e-14
1400   50 3.163593e-04
1400   60 1.753179e-01
1400   70 1.143618e-03
1400   80 9.653008e-06
1400   90 0.000000e+00
1400  100 0.000000e+00
1400  110 0.000000e+00
1400  120 0.000000e+00
1500    0 0.000000e+00
1500   10 0.000000e+00
1500   20 0.000000e+00
1500   30 0.000000e+00
1500   40 9.982794e-13
1500   50 1.266922e-03
1500   60 -1.706956e-01
1500   70 -1.104395e-02
1500   80 7.530890e-05
1500   90 0.000000e+00
1500  100 0.000000e+00
1500  110 0.000000e+00
1500  120 0.000000e+00
1600    0 0.000000e+00
1600   10 0.000000e+00
1600   20 0.000000e+00
1600   30 0.000000e+00
1600   40 3.388356e-11
1600   50 2.916023e-03
